번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"1099","078780","아이디에스","KOSDAQ","주권","보통주","2005/11/29","2016/04/28","'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절","2016/04/19","2016/04/27","IT부품","500","7448265",,
"1100","158380","삼목강업","KOSDAQ","주권","보통주","2013/04/30","2016/04/21","피흡수합병",,,"운송장비·부품","무액면","10200000",,
"1101","051310","포스코플랜텍","KOSPI","주권","보통주","2007/11/29","2016/04/15","자본전액잠식","2016/04/05","2016/04/14","건설업","500","180834946",,
"1102","063840","닉스테크","KONEX","주권","보통주","2013/11/12","2016/04/12","피흡수합병",,,"-","500","5600000",,
"1103","065270","플렉스컴","KOSDAQ","주권","보통주","2002/10/23","2016/04/12","자본전액잠식","2016/04/01","2016/04/11","IT부품","500","15373337",,
"1104","01120215","현대상선 1WR","KOSPI","신주인수권증권","보통주","2015/09/25","2016/03/25","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)","2016/03/16","2016/03/24",,"0","10780964","011200","HMM"
"1105","025850","한화화인케미칼","KOSPI","주권","보통주","1995/11/10","2016/03/15","해산 사유 발생",,,"화학","5000","7500000",,
"1106","151750","테라텍","KONEX","주권","보통주","2013/07/01","2016/02/23","상장폐지 신청('16.02.01)",,,"-","500","2960000",,
"1107","111610","승화프리텍","KOSDAQ","주권","보통주","2010/01/06","2016/01/25","기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2016/01/14","2016/01/22","건설","500","37421698",,
"1108","003940","삼양제넥스","KOSPI","주권","보통주","1987/06/26","2016/01/21","해산 사유 발생",,,"음식료품","5000","1905907",,
"1109","003945","삼양제넥우","KOSPI","주권","구형우선주","1990/02/21","2016/01/21","해산 사유 발생",,,"음식료품","5000","171687",,
"1110","00102213","페이퍼코리아 2WR","KOSPI","신주인수권증권","보통주","2013/02/26","2016/01/08","신주인수권증권 행사기간 및 행사의 만료",,,,"0","8565395","001020","페이퍼코리아"
"1111","7420170C","하나랜드칩부동산투자신탁1호","KOSPI","수익증권","보통주","2011/03/04","2015/12/15","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","316000","138960","하나대체투자자산운용"
"1112","000687","LS네트웍스전환상환2우B","KOSPI","주권","신형우선주","2010/12/01","2015/11/26","존속기간 만료",,,"유통업","5000","832835","000680","LS네트웍스"
"1113","713022SA","산은성장기업2","KOSPI","수익증권","보통주","2007/01/16","2015/11/24","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","2000000","030880","멀티에셋자산운용"
"1114","197210","리드","KOSDAQ","주권","보통주","2014/09/26","2015/11/20","코스닥시장 이전상장",,,"반도체","500","3816010",,
"1115","127160","매직마이크로","KOSDAQ","주권","보통주","2013/12/20","2015/11/19","코스닥시장 이전상장",,,"반도체","500","4542125",,
"1116","950010","평산차업 KDR","KOSPI","주식예탁증권","보통주","2007/11/26","2015/11/05","시가총액 미달","2015/10/27","2015/11/04","서비스업","무액면","4803497",,
"1117","00136222","삼성제약 2WR","KOSPI","신주인수권증권","보통주","2012/12/04","2015/10/19","신주인수권증권 행사기간 및 행사의 만료",,,,"0","29280","001360","삼성제약"
"1118","121550","코크렙15호","KOSPI","부동산투자회사","보통주","2010/01/29","2015/10/16","매출액 미달(50억원 미만) 2년 계속","2015/10/06","2015/10/15","서비스업","5000","12400000",,
"1119","053870","GT&T","KOSDAQ","주권","보통주","2001/12/13","2015/10/15","'14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절","2015/10/05","2015/10/14","통신장비","500","8000000",,
"1120","082220","프렉코","KONEX","주권","보통주","2014/04/11","2015/09/25","지정자문인 선임계약의 해지한 날의 다음날부터 30일이내(2015.09.11限) 지정자문인 선임계약 미체결","2015/09/16","2015/09/24","-","500","4001000",,
"1121","068060","KCW","KOSDAQ","주권","보통주","2003/01/28","2015/09/18","기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2015/09/09","2015/09/17","운송장비·부품","500","5440000",,
"1122","138440","이코리아리츠","KOSPI","부동산투자회사","보통주","2011/03/10","2015/09/16","기업의 계속성, 경영의 투명성 및 기타 공익과 투자자 보호 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2015/09/07","2015/09/15","서비스업","5000","1770000",,
"1123","000830","삼성물산","KOSPI","주권","보통주","1975/12/12","2015/09/15","해산 사유 발생",,,"유통업","5000","156217764",,
"1124","000835","삼성물산우","KOSPI","주권","구형우선주","1989/07/24","2015/09/15","해산 사유 발생",,,"유통업","5000","4648653",,
"1125","05370212","삼보모터스7WR","KOSDAQ","신주인수권증권","보통주","2012/10/26","2015/09/14","신주인수권 행사기간 만료",,,,"0","776878","053700","삼보모터스"
"1126","70801908","하이골드오션투자신탁A","KOSPI","수익증권","보통주","2010/10/11","2015/08/28","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","89411123","040690","브이아이자산운용"
"1127","70802908","하이골드오션투자신탁C-F","KOSPI","수익증권","보통주","2010/10/11","2015/08/28","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","500000","040690","브이아이자산운용"
"1128","00620212","한국전자홀딩스 2WR","KOSPI","신주인수권증권","보통주","2012/10/17","2015/08/28","신주인수권증권 행사기간 및 행사의 만료",,,,"0","2117586","006200","한국전자홀딩스"
"1129","003600","SK","KOSPI","주권","보통주","1984/11/12","2015/08/17","해산 사유 발생",,,"서비스업","5000","46961812",,
"1130","003605","SK우","KOSPI","주권","구형우선주","1990/04/24","2015/08/17","해산 사유 발생",,,"서비스업","5000","509920",,
"1131","702037T8","하나UBSC1특별3C1","KOSPI","수익증권","보통주","2009/03/26","2015/08/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","20040729","047150","하나UBS자산운용"
"1132","702047T8","하나UBSC1특별3C2","KOSPI","수익증권","보통주","2009/03/26","2015/08/13","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"5000","54351317","047150","하나UBS자산운용"
"1133","05229212","트레이스1WR","KOSDAQ","신주인수권증권","보통주","2012/09/14","2015/08/04","신주인수권 행사기간 만료",,,,"0","771623",,
"1134","00102212","페이퍼코리아1WR","KOSPI","신주인수권증권","보통주","2012/09/14","2015/07/30","신주인수권증권 행사기간 및 행사의 만료",,,,"0","3205768","001020","페이퍼코리아"
"1135","074130","디아이디","KOSDAQ","주권","보통주","2005/07/27","2015/07/23","기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정","2015/07/14","2015/07/22","IT부품","500","18830000",,
"1136","013450","동성하이켐","KOSDAQ","주권","보통주","1999/06/11","2015/07/20","피흡수합병",,,"화학","500","16249822",,
"1137","040670","와이즈파워","KOSDAQ","주권","보통주","2000/08/18","2015/07/16","자본전액잠식 등","2015/07/07","2015/07/15","IT부품","100","97769579",,
"1138","000997","동부하이텍2우B","KOSPI","주권","신형우선주","2007/05/21","2015/07/15","종류주식 상장주식수 미달 2반기 계속",,,"전기전자","5000","31019","000990","DB하이텍"
"1139","000895","보해양조우","KOSPI","주권","구형우선주","1994/11/22","2015/07/15","종류주식 상장주식수 미달 2반기 계속",,,"음식료품","500","25510","000890","보해양조"
"1140","008705","아남전자우","KOSPI","주권","구형우선주","1989/07/24","2015/07/15","종류주식 상장주식수 미달 2반기 계속",,,"전기전자","500","27690","008700","아남전자"
"1141","010520","현대하이스코","KOSPI","주권","보통주","1989/09/29","2015/07/15","해산 사유 발생",,,"철강금속","5000","22807950",,
"1142","053595","한국테크놀로지우","KOSDAQ","주권","신형우선주","2003/06/04","2015/07/13","종류주식 상장주식수 미달(5만주 미만) 2반기 계속","2015/07/02","2015/07/10","기계·장비","500","38666","053590","한국테크놀로지"
"1143","05670212","신화인터텍 16WR","KOSDAQ","신주인수권증권","보통주","2012/08/24","2015/07/10","신주인수권 행사기간 만료",,,,"0","3442509","056700","신화인터텍"
"1144","071930","에이스하이텍","KOSDAQ","주권","보통주","2004/01/16","2015/07/10","감사의견거절(감사범위 제한)","2015/07/01","2015/07/09","반도체","500","42932794",,
"1145","01870222","바른손 26WR","KOSDAQ","신주인수권증권","보통주","2012/10/11","2015/07/02","기초주권의 관리종목지정","2015/06/23","2015/07/01",,"0","2835025","018700","바른손"
"1146","033630","SK브로드밴드","KOSDAQ","주권","보통주","1998/11/12","2015/07/01","상장폐지신청('15.6.11)",,,"통신서비스","5000","295959087",,
"1147","192520","경남은행","KOSPI","주권","보통주","2014/05/22","2015/06/23","지주회사(최대주주등)의 완전자회사화 등",,,"은행","5000","78420912",,
"1148","066350","티에스엠텍","KOSDAQ","주권","보통주","2003/01/21","2015/05/20","발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지","2015/05/11","2015/05/19","기계·장비","500","10837669",,
"1149","039530","씨앤케이인터","KOSDAQ","주권","보통주","2000/03/21","2015/05/19","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2015/05/08","2015/05/18","금속","500","56451442",,
"1150","039850","태창파로스","KOSDAQ","주권","보통주","2000/07/11","2015/05/19","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2015/05/08","2015/05/18","유통","500","29584271",,
"1151","03654212","STS반도체 1WR","KOSDAQ","신주인수권증권","보통주","2012/06/29","2015/05/15","신주인수권 행사기간 만료",,,,"0","12068069","036540","SFA반도체"
"1152","090120","잘만테크","KOSDAQ","주권","보통주","2007/05/22","2015/05/13","감사의견 거절(계속기업 존속능력에 대한 불확실성 및 감사범위 제한)","2015/04/30","2015/05/12","IT부품","500","32208457",,
"1153","065180","해피드림","KOSDAQ","주권","보통주","2002/06/18","2015/05/04","감사범위제한으로 인한 한정의견","2015/04/22","2015/04/30","유통","500","40870235",,
"1154","179280","스탠다드펌","KONEX","주권","보통주","2013/07/01","2015/04/30","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2015/04/21","2015/04/29","-","500","6600000",,
"1155","160350","웹솔루스","KONEX","주권","보통주","2013/07/01","2015/04/30","감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성)","2015/04/21","2015/04/29","-","500","6014000",,
"1156","053330","영진코퍼레이션","KOSDAQ","주권","보통주","2001/11/01","2015/04/23","자본전액잠식","2015/04/14","2015/04/22","기계·장비","500","23344810",,
"1157","000800","경남기업","KOSPI","주권","보통주","1973/02/12","2015/04/15","자본전액잠식","2015/04/06","2015/04/14","건설업","5000","35803128",,
"1158","000360","삼환기업","KOSPI","주권","보통주","1973/09/03","2015/04/15","자본전액잠식","2015/04/06","2015/04/14","건설업","5000","8868035",,
"1159","000365","삼환기업우","KOSPI","주권","구형우선주","1989/10/27","2015/04/15","자본전액잠식","2015/04/06","2015/04/14","건설업","5000","1087434",,
"1160","004367","세방2우B","KOSPI","주권","신형우선주","2005/03/31","2015/04/15","존속기간 만료",,,"운수창고업","500","2508690","004360","세방"
"1161","014350","신일건업","KOSPI","주권","보통주","1989/11/11","2015/04/15","자본전액잠식","2015/04/06","2015/04/14","건설업","5000","1474575",,
"1162","181980","힘스인터내셔널","KONEX","주권","보통주","2013/08/14","2015/04/15","상장폐지 신청('15.03.23)",,,"-","500","1600000",,
"1163","004320","울트라건설","KOSDAQ","주권","보통주","1991/12/06","2015/04/13","자본전액잠식","2015/04/02","2015/04/10","건설","5000","6681631",,
"1164","004325","울트라건설우","KOSDAQ","주권","신형우선주","2001/01/22","2015/04/13","자본전액잠식","2015/04/02","2015/04/10","건설","5000","1400000",,
"1165","01638212","동부제철4WR","KOSPI","신주인수권증권","보통주","2012/11/09","2015/04/03","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)","2015/03/25","2015/04/02",,"0","20000000","016380","KG스틸"
"1166","01638213","동부제철5WR","KOSPI","신주인수권증권","보통주","2013/09/30","2015/04/03","주권의 상장폐지 또는 관리종목지정기준에 해당(신주인수권증권)","2015/03/25","2015/04/02",,"0","6000000","016380","KG스틸"
"1167","09222212","KEC 3WR","KOSPI","신주인수권증권","보통주","2012/05/04","2015/03/20","신주인수권증권 행사기간 및 행사의 만료",,,,"0","32485636","092220","KEC"
"1168","09486212","코닉글로리 1WR","KOSDAQ","신주인수권증권","보통주","2012/05/24","2015/03/18","기초주권의 관리종목지정","2015/03/09","2015/03/17",,"0","1549306","094860","네오리진"
