회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
에이치엠엠(주),011200,2021/12,26900,3.87,1,2.08,0.54,2.8,0.72,1.52,0.39,2.19,88.62,17876100000,5337151000,380205000,0,13794148000,7377522000
에이치엠엠(주),011200,2022/12,19550,2.15,0.97,1.08,0.49,1.91,0.86,1.17,0.53,0.79,64.97,25973455000,10085439000,494498000,0,18582770000,9951555000
에이케이홀딩스(주),006840,2017/12,68500,58.68,39.09,2.17,1.45,81.78,54.48,35.7,23.78,52.44,15.08,2944784347,185414017,798637691,14057626,3392454611,265641267
에이케이홀딩스(주),006840,2018/12,54000,53.61,25.83,2.4,1.15,73.79,35.55,34.52,16.63,36.24,13.82,3397931239,206620399,775896863,18434400,3711183103,269717896
에이케이홀딩스(주),006840,2019/12,34600,42.39,21.09,1.61,0.8,41.94,20.86,23.37,11.63,25.83,3.38,4327964555,57377833,795724942,19303280,3759542063,131336892
에이케이홀딩스(주),006840,2020/12,25150,49.89,16.23,0.95,0.31,16.47,5.36,10.33,3.36,14.71,-20.57,4152091609,-265775058,684490055,19090994,2619977218,-221554817
에이케이홀딩스(주),006840,2021/12,19300,19.59,9.55,0.97,0.47,14.04,6.84,9.72,4.74,12.54,-17.56,4548736657,-199326057,672145746,18574103,3167699652,-165714944
에이케이홀딩스(주),006840,2022/12,17200,0,0,0.66,0.29,20.6,8.97,8.58,3.74,21.15,-10.6,5004334961,-119048517,732503559,22903924,3787959855,-21822474
엔에이치엔(주),181710,2017/12,68400,55.77,32.11,1.09,0.63,35.13,20.23,6.5,3.74,22.1,1.12,2117583867,8735677,874382996,0,909115708,34732712
엔에이치엔(주),181710,2018/12,57300,162.52,80.39,1.08,0.53,29.49,14.58,6.83,3.38,21.27,5.79,2494654242,104747507,1195930337,0,1264567758,68637421
엔에이치엔(주),181710,2019/12,66800,0,0,1.23,0.73,45.8,27.3,6.94,4.14,27.17,0.78,2500321249,23173213,1401919478,0,1488596661,86677183
엔에이치엔(주),181710,2020/12,74600,67.95,36.48,1.26,0.68,16.35,8.77,6.5,3.49,27.71,1.35,2550930609,27956034,1572978617,0,1675172075,102193458
엔에이치엔(주),181710,2021/12,45000,13.75,5.9,1.15,0.5,11.93,5.12,6.1,2.62,13.84,6.37,3027171507,129700557,1825808219,0,1923677420,97869201
엔에이치엔(주),181710,2022/12,24900,21.71,9.73,1.01,0.45,23.68,10.62,5.42,2.43,11.52,-1.82,3025182021,-31751037,2075816285,0,2114869816,39053531
엔피씨(주),004250,2017/12,5220,8.85,6.67,1.18,0.89,9.14,6.88,0.88,0.66,4.8,4.74,380369494,11767365,38405909,3243423,386317373,16688926
엔피씨(주),004250,2018/12,3765,24.42,13.47,1.01,0.56,5.87,3.24,0.73,0.4,3.89,4.63,392840424,11848739,40879982,2785548,414890304,14918734
엔피씨(주),004250,2019/12,3745,16.45,11.44,0.74,0.52,3.9,2.71,0.57,0.4,3.34,5.29,403765363,14370310,44083291,2716401,454467519,19842885
엔피씨(주),004250,2020/12,3280,14.37,8.8,0.63,0.38,3.04,1.86,0.53,0.32,2.99,6.53,410578593,18864944,41881465,2572605,431333367,20692503
엔피씨(주),004250,2021/12,10500,27.23,7.78,1.62,0.46,14.59,4.17,1.24,0.35,9.93,8.49,499980383,26181241,47531556,2780181,486902151,28271811
엔피씨(주),004250,2022/12,5820,30.94,13.53,1.84,0.81,12.55,5.49,1.43,0.62,5.96,8.44,527275693,28189180,55913123,3112334,544581476,23483130
엘브이엠씨홀딩스(주),900140,2017/12,4730,,,,,,,,,,3.55,630622659,13581314,71955673,0,333249864,37556956
엘브이엠씨홀딩스(주),900140,2018/12,2330,,,,,,,,,,-11.73,653661541,-49037843,66291989,0,294026499,-14832360
엘브이엠씨홀딩스(주),900140,2019/12,4160,,,,,,,,,,-15.37,678847944,-55600092,55997713,0,363748596,2966547
엘브이엠씨홀딩스(주),900140,2020/12,3850,,,,,,,,,,-7.19,647658915,-24558140,48379872,4684,274207199,668517
엘브이엠씨홀딩스(주),900140,2021/12,3640,,,,,,,,,,-4.45,661447272,-19584466,45026367,8362,204860858,-14568486
엘브이엠씨홀딩스(주),900140,2022/12,2630,,,,,,,,,,-9.2,667268823,-39711411,47018807,27440,249278550,-14420845
엘아이지넥스원(주),079550,2017/12,59800,0,0,3.83,2.3,0,0,1.13,0.68,32.1,-1.4,2006761323,-8628211,139950021,37447104,1761316227,4287834
엘아이지넥스원(주),079550,2018/12,36950,298.56,137.93,2.36,1.09,0,0,0.9,0.42,18.84,,,,,,,
엘아이지넥스원(주),079550,2019/12,31600,289.39,183.37,1.76,1.11,6.13,3.88,0.63,0.4,17.95,0.5,2317491215,3185324,119867952,34449427,1452651352,18106724
엘아이지넥스원(주),079550,2020/12,30500,14.18,5.93,1.56,0.65,4.3,1.8,0.51,0.21,11.1,8.86,2595606499,57881698,125938550,35004825,1600344315,63741639
엘아이지넥스원(주),079550,2021/12,68600,15.27,6.29,2.72,1.12,11.75,4.84,0.88,0.36,12.85,14.63,2576847035,105055806,134368883,34468603,1822194315,97201007
엘아이지넥스원(주),079550,2022/12,92200,20.4,10.04,3.43,1.69,5.53,2.72,1.13,0.56,9.23,14.48,3012727223,122939587,147430284,34134173,2220751868,179111738
엘에스전선아시아(주),229640,2017/12,6290,38.61,28.67,0.83,0.62,48.59,36.07,29.84,22.15,32.82,10.69,285112138,14342131,18063911,0,403742016,19761489
엘에스전선아시아(주),229640,2018/12,5630,46.69,26.33,0.98,0.55,43.1,24.31,34.91,19.69,29.94,8.18,349635787,10727839,17685929,0,441272165,17966085
엘에스전선아시아(주),229640,2019/12,8020,49.11,27.45,1.11,0.62,65.3,36.5,34.49,19.28,38.33,12.07,359661267,17089089,22294290,0,520302893,25954855
엘에스전선아시아(주),229640,2020/12,7780,9.63,5.31,1.02,0.56,7.99,4.41,8.81,4.86,7.88,5.35,416558419,8283112,30835436,0,579612301,16082165
엘에스전선아시아(주),229640,2021/12,7930,92.09,58.68,1.17,0.75,0,0,52.81,33.65,65.31,10.21,495255400,15871887,33413562,0,750616896,28199820
엘에스전선아시아(주),229640,2022/12,7290,766.22,531.75,1,0.69,63.46,44.04,27.27,18.93,26.33,-1.27,506732778,-9132588,25867775,0,818494728,27451816
엘지디스플레이(주),034220,2017/12,29900,7.96,5.44,1.09,0.75,3.32,2.27,0.55,0.38,3.92,13.19,29159687000,1937052000,2903937000,1213432000,27790216000,2461618000
엘지디스플레이(주),034220,2018/12,18050,0,0,0.97,0.45,3.27,1.51,0.54,0.25,6.32,-1.46,33175710000,-179443000,2992375000,1221198000,24336571000,92891000
엘지디스플레이(주),034220,2019/12,16250,0,0,0.8,0.45,4.43,2.49,0.37,0.21,17.3,-22.35,35574563000,-2872078000,3227709000,1221978000,23475567000,-1359382000
엘지디스플레이(주),034220,2020/12,18550,0,0,0.79,0.34,5.66,2.41,0.33,0.14,7.9,-0.79,35071523000,-70636000,2671687000,1098736000,24230124000,-29117000
엘지디스플레이(주),034220,2021/12,24600,17.89,11.05,1.1,0.68,3,1.85,0.35,0.22,4.74,9.04,38154515000,1333544000,3074496000,1222044000,29878043000,2230608000
엘지디스플레이(주),034220,2022/12,12450,0,0,1.62,0.74,3.45,1.56,0.39,0.17,0,-26.71,35686019000,-3195585000,3209125000,1382406000,26151781000,-2085047000
엘지전자(주),066570,2017/12,106000,26.12,12.21,2.45,1.15,28.58,13.36,0.62,0.29,14.21,13.69,41220959000,1869518000,12190172000,2386876000,61396284000,2468549000
엘지전자(주),066570,2018/12,62300,0,0,2.71,1.39,11.4,5.85,0.69,0.35,11.7,9.03,44328443000,1472814000,12377753000,2324022000,61341664000,2703291000
엘지전자(주),066570,2019/12,72100,0,0,2.05,1.43,43.21,30.31,0.53,0.37,16.21,0.22,44859875000,179948000,12899430000,2483406000,62306175000,2436139000
엘지전자(주),066570,2020/12,135000,20.37,6.21,3.2,0.98,11.1,3.38,0.87,0.26,15.91,13.22,48204227000,2063790000,13121956000,2513181000,63262046000,3194987000
엘지전자(주),066570,2021/12,138000,0,0,5,2.98,33.67,20.06,1.26,0.75,18.72,6.32,53481478000,1414972000,15009103000,2095682000,74721629000,3863774000
엘지전자(주),066570,2022/12,86500,31.83,16.33,3.38,1.73,71.02,36.43,0.98,0.5,17.63,6.61,55156141000,1863123000,16685258000,2397333000,83467318000,3550972000
영보화학(주),014440,2017/12,4870,5.58,3.48,1.07,0.67,8.11,5.06,1.11,0.69,5.06,23.16,179187991,29574039,23739026,2261526,164618163,12471273
영보화학(주),014440,2018/12,3730,21.36,13.29,0.82,0.51,11.5,7.15,0.92,0.57,5.31,4.07,176083758,5657471,24835444,2387367,143915371,7233229
영보화학(주),014440,2019/12,3485,9.83,7.47,0.59,0.45,5.13,3.9,0.71,0.54,2.69,3.56,180831116,4753725,22904025,2102750,131196068,8447324
영보화학(주),014440,2020/12,3705,10.29,3.35,0.7,0.23,7.54,2.45,1.21,0.39,4.62,1.94,174719741,2658898,19688503,1344030,107368553,4410864
영보화학(주),014440,2021/12,4425,27.67,16.32,0.81,0.48,7.58,4.47,1.48,0.87,5.5,2.26,179898107,3501714,18553939,1902951,99741753,5919229
영보화학(주),014440,2022/12,3420,47.71,26.27,0.73,0.4,17.46,9.61,1.42,0.78,5.69,4.27,180449397,6689329,15287841,1951080,82988930,4973486
영진약품(주),003520,2017/12,8780,1339.85,664.06,22.37,11.09,793.98,393.51,12.83,6.36,168.19,,,,,,,
영진약품(주),003520,2018/12,5940,0,0,18.91,8.84,1621.98,757.88,11.09,5.18,246.22,,,,,,,
영진약품(주),003520,2019/12,6630,271.98,127.63,12.05,5.65,147.38,69.16,6.2,2.91,69.58,,,,,,,
영진약품(주),003520,2020/12,8040,0,0,20.74,5.72,161.48,44.53,11.23,3.1,181.01,,,,,,,
영진약품(주),003520,2021/12,5290,0,0,14.89,7.1,184.03,87.76,7.85,3.75,0,,,,,,,
영진약품(주),003520,2022/12,3250,0,0,11.89,5.01,0,0,4.75,2,1518.82,,,,,,,
영풍제지(주),006740,2017/12,2900,24.21,13.16,0.97,0.53,23.86,12.97,0.89,0.49,10.31,,,,,,,
영풍제지(주),006740,2018/12,3400,6.82,4.34,0.89,0.57,3.74,2.38,0.88,0.56,3.19,,,,,,,
영풍제지(주),006740,2019/12,3115,9.65,6.65,0.76,0.53,12.36,8.52,0.9,0.62,4.28,7.77,139524105,9277191,8435573,323961,99673570,10877242
영풍제지(주),006740,2020/12,6380,22.61,4.71,1.56,0.32,16.92,3.52,1.98,0.41,12.28,6.94,202117558,8524501,9558437,325397,98155185,10214174
영풍제지(주),006740,2021/12,7580,45.79,19.08,2.24,0.94,24.68,10.28,2.43,1.01,15.62,4.92,209596339,6342599,9022681,0,120612512,8098496
영풍제지(주),006740,2022/12,12300,50.14,17.69,3.19,1.12,31.72,11.19,3.79,1.34,24.46,5.91,203670380,7918488,9293353,0,105449039,7804011
영화금속(주),012280,2017/12,1385,21.11,13.26,1.44,0.9,25.33,15.91,0.55,0.34,11.66,,,,,,,
영화금속(주),012280,2018/12,1325,90.16,44.31,1.34,0.66,13.76,6.76,0.41,0.2,19.93,,,,,,,
영화금속(주),012280,2019/12,1625,332.98,200.48,1.25,0.75,26.19,15.77,0.38,0.23,16.5,,,,,,,
영화금속(주),012280,2020/12,2300,0,0,1.91,0.41,19.96,4.31,0.78,0.17,85.91,,,,,,,
영화금속(주),012280,2021/12,1615,0,0,2.77,1.23,0,0,0.71,0.32,0,,,,,,,
영화금속(주),012280,2022/12,796,236.02,90.09,1.77,0.67,20.82,7.95,0.39,0.15,20.18,,,,,,,
웰바이오텍(주),010600,2017/12,3580,0,0,3.57,1.32,0,0,2.26,0.83,0,-29.57,87006465,-8743063,7905117,0,70785771,-5129698
웰바이오텍(주),010600,2018/12,5020,0,0,2.28,0.55,0,0,5.79,1.41,169,-31.09,111157697,-16307430,11817749,0,73932352,-8450977
웰바이오텍(주),010600,2019/12,2185,0,0,3.87,1.21,54.81,17.13,9.25,2.89,0,-20.27,119823956,-16552641,20428917,21644,83816106,-11394842
웰바이오텍(주),010600,2020/12,2340,0,0,8.83,3.3,18.61,6.95,10.47,3.91,0,-141.53,70920912,-67825461,18979783,42349,60431405,-12572108
웰바이오텍(주),010600,2021/12,1765,0,0,9.5,3.13,0,0,12.14,3.99,0,-75.71,136826786,-19631866,13631567,185824,121623325,-3903266
웰바이오텍(주),010600,2022/12,1065,0,0,6.87,2.42,0,0,4.21,1.48,0,-17.91,60207813,-6418575,20228093,612992,190937399,2559154
유니온머티리얼(주),047400,2017/12,2450,0,0,1.56,1.12,18.95,13.63,1.28,0.92,15.23,-0.86,140497532,-844179,14726532,2852753,109898285,1705902
유니온머티리얼(주),047400,2018/12,1815,0,0,1.64,0.92,0,0,1.16,0.65,13.07,-10.41,144252759,-8881276,13286272,2073267,112336021,481749
유니온머티리얼(주),047400,2019/12,2360,49.35,21,2.02,0.86,22.77,9.69,1.61,0.68,15.84,2.83,174875889,2268731,14270391,2608288,109109285,3645893
유니온머티리얼(주),047400,2020/12,3900,0,0,3.14,0.48,34.56,5.31,2.77,0.43,35.39,-1.59,184455805,-1373789,11782302,1779436,93508566,94320
유니온머티리얼(주),047400,2021/12,3175,46.76,23.38,2.58,1.29,47.46,23.73,1.9,0.95,21.4,0.65,186669511,543551,13558970,1927661,118261478,-848993
유니온머티리얼(주),047400,2022/12,2460,36.64,18.23,1.76,0.87,0,0,1.28,0.64,18.35,-0.26,204164785,-214987,15077964,1771610,126146837,848340
유니퀘스트(주),077500,2017/12,9660,45.53,27.12,1.86,1.11,0,0,1.19,0.71,44.74,5.48,266917348,8757376,21112063,1402138,246092146,8793116
유니퀘스트(주),077500,2018/12,6380,73.87,35.63,2.08,1,23.06,11.12,1.21,0.58,14.12,6.55,324112689,10640885,24115746,2600040,270301572,2045846
유니퀘스트(주),077500,2019/12,6670,49.39,31.73,1.46,0.94,0,0,0.67,0.43,14.26,12.68,349702333,22448564,25934730,2874658,335250952,6862124
유니퀘스트(주),077500,2020/12,14700,21.19,4.94,2.54,0.59,30.14,7.03,1.02,0.24,22.49,10.8,379977750,20521130,28247290,3759702,402809427,9010532
유니퀘스트(주),077500,2021/12,12100,11.71,6.34,2.29,1.24,25.2,13.65,0.77,0.42,9.71,20.73,490332218,60395384,33274174,4082647,590983231,24548654
유니퀘스트(주),077500,2022/12,8250,12.15,6.78,1.61,0.9,0,0,0.49,0.28,5.83,15.16,610723418,44083014,36119917,4910786,739459798,40913193
유성기업(주),002920,2017/12,3560,19.54,14.71,0.59,0.44,8.25,6.21,0.49,0.37,20.03,2.37,382743466,6729153,10322192,0,251728704,3248802
유성기업(주),002920,2018/12,2910,31.08,21.38,0.48,0.33,27.47,18.89,0.4,0.27,34.33,2.02,375587754,6760001,9677256,0,246613791,3190840
유성기업(주),002920,2019/12,2660,7.64,5.52,0.43,0.31,5.36,3.87,0.35,0.25,7.06,5.83,396398403,19032126,10298987,0,259585534,10843514
유성기업(주),002920,2020/12,2750,0,0,0.41,0.22,4.52,2.44,0.34,0.18,0,-1.75,411316942,-2972498,11219112,0,241545669,-1513823
유성기업(주),002920,2021/12,3195,26.28,16.48,0.57,0.36,21.24,13.32,0.41,0.26,0,2.97,409968041,10346413,12646842,0,276391974,7459015
유성기업(주),002920,2022/12,2675,0,0,0.49,0.33,7.83,5.3,0.33,0.22,0,6.72,427046002,22144843,12921577,0,296756354,6726401
유엔젤(주),072130,2017/12,4395,0,0,2.32,1.24,0,0,3.01,1.61,0,-14.67,51217643,-6621893,14696364,1877662,31907135,-981497
유엔젤(주),072130,2018/12,4375,48.52,25.11,1.91,0.99,22.74,11.77,2.27,1.18,16.87,4.35,51154130,1838799,12608177,1968640,33517791,3011903
유엔젤(주),072130,2019/12,5170,0,0,2.86,1.21,0,0,3.78,1.6,0,-12.8,46198028,-5148665,13305034,2030316,26557494,-2346574
유엔젤(주),072130,2020/12,4065,54.89,16.39,2.15,0.64,9.92,2.96,2.82,0.84,15.86,-1.67,48567847,-1156568,12102436,2323972,27063345,1199380
유엔젤(주),072130,2021/12,5270,6.48,3.87,1.6,0.95,33.15,19.78,2.78,1.66,16.16,33.1,61716674,14606476,12124485,2104587,29681809,3147725
유엔젤(주),072130,2022/12,3010,100.4,45.65,1.53,0.7,0,0,2.61,1.19,17.37,4.16,61023632,2207361,14099779,2779270,30044903,845798
율촌화학(주),008730,2017/12,21200,22.71,11.76,1.97,1.02,9.91,5.13,1.26,0.65,10.09,,,,,,,
율촌화학(주),008730,2018/12,12900,42.2,20.47,1.85,0.9,26.83,13.02,1.21,0.58,11.56,4.38,614211350,14724634,38609448,2167024,489770532,17775353
율촌화학(주),008730,2019/12,14000,26.04,16.26,1.58,0.99,12.44,7.77,1.01,0.63,9.31,5.37,606491434,18212448,40849079,2468494,506617381,25843127
율촌화학(주),008730,2020/12,20550,29.87,13.85,1.73,0.8,10.22,4.74,1.09,0.51,12.26,5.85,613344959,20177728,43422061,4318553,520654570,26719627
율촌화학(주),008730,2021/12,27250,115.3,71.54,2.38,1.48,23.28,14.45,1.45,0.9,20.6,2.44,666716498,8452590,42099493,12069213,538734198,11020410
율촌화학(주),008730,2022/12,36450,0,0,3.61,1.39,88.34,33.96,2.28,0.88,45.88,-1.22,653136153,-4149067,44648161,10895137,508944090,-4622789
이건산업(주),008250,2017/12,9520,40.7,25.93,1.43,0.91,4.02,2.56,0.52,0.33,27.88,3.41,439283119,5444934,27168878,439748,298667667,16003892
이건산업(주),008250,2018/12,10250,0,0,2.37,0.84,24.82,8.78,0.95,0.34,50.01,3.73,434159077,6510008,25849372,502309,339611061,23690740
이건산업(주),008250,2019/12,7430,24.09,11.04,1.59,0.73,45.08,20.67,0.85,0.39,30.39,0.44,422594845,1016877,25282453,486459,279669847,9622212
이건산업(주),008250,2020/12,10700,25.65,6.91,1.23,0.33,109.25,29.43,0.78,0.21,29.37,0.96,383232664,1685632,26578198,511361,256935916,5827112
이건산업(주),008250,2021/12,11450,54.11,25.89,1.95,0.93,0,0,1.31,0.63,56.09,6.44,419293457,11662013,28507049,374585,276830153,32135869
이건산업(주),008250,2022/12,7140,49.56,23.71,1.53,0.73,0,0,0.92,0.44,0,2.74,442826933,5355718,40647475,698407,329330251,19324775
이구산업(주),025820,2017/12,2140,10.05,5.8,1.06,0.61,0,0,0.49,0.28,9.44,,,,,,,
이구산업(주),025820,2018/12,1905,0,0,0.88,0.55,0,0,0.4,0.25,37.26,,,,,,,
이구산업(주),025820,2019/12,1780,0,0,0.88,0.47,15.34,8.16,0.42,0.22,29.49,,,,,,,
이구산업(주),025820,2020/12,1980,41.09,13.26,0.78,0.25,0,0,0.38,0.12,16.72,,,,,,,
이구산업(주),025820,2021/12,3635,8.77,2.8,1.54,0.49,0,0,0.55,0.18,6.18,,,,,,,
이구산업(주),025820,2022/12,3130,31.98,14.06,1.47,0.65,0,0,0.43,0.19,12.93,,,,,,,
이연제약(주),102460,2017/12,21500,54.25,25.95,3.33,1.59,41.6,19.9,5.53,2.64,21.89,5.87,290843099,12886901,56650462,3454221,126253126,16001162
이연제약(주),102460,2018/12,13900,126.75,56.14,2.29,1.01,40.27,17.84,4,1.77,35.3,0.61,303166752,1341492,66063579,6697283,122990417,2459781
이연제약(주),102460,2019/12,16000,61.87,29.14,1.83,0.86,0,0,2.96,1.4,25.67,2.68,274482252,5939802,66363430,3724266,131557875,7898093
이연제약(주),102460,2020/12,22100,197.27,46.66,2.18,0.52,100.57,23.79,3.78,0.89,70.93,1.71,317609837,3844427,70930635,6583817,130034153,4149719
이연제약(주),102460,2021/12,35550,532.9,109.39,5.92,1.22,121.64,24.97,9.79,2.01,112.61,2.33,477978172,5537252,77892970,9725328,142801368,3739196
이연제약(주),102460,2022/12,21650,93.43,43.56,2.85,1.33,80.96,37.75,4.44,2.07,59.33,3.02,484691742,7433682,77279946,6705318,154038839,9633099
이화산업(주),000760,2017/12,18000,0,0,1.05,0.68,0,0,1.22,0.78,140.63,-1.97,280830381,-2965910,11547524,0,65664099,778638
이화산업(주),000760,2018/12,18950,0,0,1.33,0.73,822.06,455.82,1.45,0.8,154.3,-1,287450244,-1653686,12096926,0,69095677,479159
이화산업(주),000760,2019/12,15500,0,0,1.12,0.67,50.57,30.12,1.37,0.82,0,-4.35,282716897,-4760001,12829235,0,61703168,-1689016
이화산업(주),000760,2020/12,15950,0,0,0.94,0.47,52.34,25.98,1.38,0.68,0,-2.65,283394473,-3668521,10995874,0,51125794,-3486086
이화산업(주),000760,2021/12,15550,7.45,4.35,0.97,0.57,0,0,1.37,0.8,47.21,38.34,274828073,59173837,15272058,0,57775112,-4965190
이화산업(주),000760,2022/12,15750,88.31,62.31,0.81,0.57,64.8,45.72,1.15,0.81,65.07,0.04,268488319,-268944,11006875,0,58633951,-884105
인지컨트롤스(주),023800,2017/12,5680,0,0,0.9,0.51,6.4,3.59,0.34,0.19,9.25,-0.01,456875345,-930762,49724394,5152047,540854543,4993555
인지컨트롤스(주),023800,2018/12,6730,0,0,0.91,0.39,22.49,9.69,0.35,0.15,10.84,1.56,455405553,984498,45879201,5518040,504149220,11088639
인지컨트롤스(주),023800,2019/12,4950,65.98,27.38,1.14,0.47,5,2.07,0.46,0.19,6.93,-4.47,507936553,-7814201,51260997,6022951,494157939,5594454
인지컨트롤스(주),023800,2020/12,14950,0,0,1.51,0.19,13.89,1.73,0.84,0.1,26.19,-1.77,511309877,-2665891,49596419,5518739,458654121,-2884750
인지컨트롤스(주),023800,2021/12,15300,65.11,29.22,2.44,1.1,32.11,14.41,1.34,0.6,18.61,1.9,543367175,2392417,50906236,3869201,484855609,2018548
인지컨트롤스(주),023800,2022/12,6990,29.77,12.34,1.3,0.54,17.81,7.38,0.64,0.27,8.8,7.27,606910470,11707605,61308217,4601966,570020850,17050734
인천도시가스(주),034590,2017/12,29750,10.2,9.4,0.86,0.8,6.31,5.81,0.26,0.24,2.33,,,,,,,
인천도시가스(주),034590,2018/12,29500,8.2,7.85,0.78,0.75,0,0,0.23,0.22,3.15,8.95,347800979,16123899,54180199,0,584435277,17960192
인천도시가스(주),034590,2019/12,28700,11.6,10.86,0.73,0.69,4.55,4.26,0.23,0.21,3.97,5.87,365312455,10707999,57313058,0,573464485,11958359
인천도시가스(주),034590,2020/12,25000,11.17,7.46,0.72,0.48,12.18,8.13,0.27,0.18,3.7,6.05,340211568,11385368,58006820,0,504491710,10771513
인천도시가스(주),034590,2021/12,27150,33.41,25.43,0.75,0.57,3.45,2.63,0.28,0.21,4.63,1.94,360580638,3713335,58708944,0,504206281,3200366
인천도시가스(주),034590,2022/12,27900,12.62,8.79,0.77,0.54,9.84,6.85,0.21,0.14,5.07,6.23,423143582,12184263,60356454,0,728489448,8050415
인터지스(주),129260,2017/12,3020,24.12,18.21,0.56,0.43,4.49,3.39,0.24,0.18,15.39,2.88,509181971,5912756,21668432,0,501965188,14905238
인터지스(주),129260,2018/12,2310,0,0,0.7,0.32,0,0,0.29,0.13,28.45,-6.38,470115542,-14134691,24065309,0,492443106,9421393
인터지스(주),129260,2019/12,2215,0,0,0.55,0.35,8.25,5.16,0.21,0.13,20.75,-14.2,419994906,-44027325,28283834,0,478169277,6479330
인터지스(주),129260,2020/12,3300,95.94,21.01,0.68,0.15,6.75,1.48,0.27,0.06,17.07,2.81,385984504,4606477,22498512,0,458316826,7656359
인터지스(주),129260,2021/12,3485,13.57,7.42,0.89,0.49,54.63,29.87,0.3,0.16,9.65,7.51,388581566,13786427,20687817,0,588882040,19994090
인터지스(주),129260,2022/12,2800,4.79,2.82,0.55,0.32,8.59,5.05,0.18,0.11,4.41,13.56,433167238,31320677,23652189,0,719983673,35409146
일동제약(주),249420,2017/12,23400,29.01,17.26,3.2,1.91,7.78,4.63,1.22,0.73,12.76,7.17,564627274,19841042,200869427,33362489,460650815,25360864
일동제약(주),249420,2018/12,20450,52.75,31.54,3.58,2.14,9.77,5.84,1.27,0.76,9.75,4.53,564669363,12720690,226811795,46458131,503907355,28343243
일동제약(주),249420,2019/12,16750,0,0,2.94,1.76,13.3,7.97,1.04,0.62,17.78,-5.08,612722853,-13443583,233728092,48497439,517467682,-1372528
일동제약(주),249420,2020/12,18900,0,0,3.16,1.16,30.24,11.09,1.07,0.39,16.17,-5.13,605277114,-13019160,231781049,60180879,561845100,6632844
일동제약(주),249420,2021/12,33600,0,0,10.72,3.24,0,0,1.75,0.53,0,-48.94,708970363,-100968469,274973804,96523856,560131626,-55535279
일동제약(주),249420,2022/12,28550,0,0,14.28,4.32,0,0,3.35,1.01,0,-82.28,655810214,-142169550,309824524,109895105,637714490,-73481142
일동홀딩스(주),000230,2017/12,15150,394.31,201.67,1.5,0.77,69.65,35.62,17.54,8.97,40.79,0.47,274838718,23145,19992679,6550,41070663,1291180
일동홀딩스(주),000230,2018/12,13150,53.81,38.21,1.04,0.74,35.1,24.92,10.36,7.36,24.7,-2.21,265468274,-3831883,19995064,246665,47050031,-674507
일동홀딩스(주),000230,2019/12,11100,0,0,1.08,0.74,17.76,12.09,8.67,5.9,28.93,-14.91,805625164,-39954888,141608614,31677889,292221432,-23796281
일동홀딩스(주),000230,2020/12,13850,9.5,3.94,1,0.42,0,0,10.2,4.24,52.94,-14.74,799396993,-31271398,255807664,68447799,596468914,-9214716
일동홀딩스(주),000230,2021/12,14800,156.44,97.78,1.29,0.81,221.58,138.49,12.44,7.77,84.29,-80.54,920762518,-134695952,303678013,109836175,592374546,-82843702
일동홀딩스(주),000230,2022/12,20150,78.51,14.52,3.72,0.69,0,0,32.97,6.1,58.47,-314.25,862553167,-194503504,337540600,119439361,675539717,-98410983
일성건설(주),013360,2017/12,1030,0,0,1.18,0.06,0,0,0.23,0.01,9.19,-13.21,305298894,-12023579,19288175,0,420833667,12929385
일성건설(주),013360,2018/12,1410,56.28,16.5,2.01,0.59,8.52,2.5,0.49,0.14,9.54,2.79,308746515,2428824,19256635,0,364018221,9871731
일성건설(주),013360,2019/12,1270,66.37,22.56,1.69,0.58,0,0,0.4,0.14,10.29,2.05,350862593,1855544,18428517,0,375818803,7401577
일성건설(주),013360,2020/12,1140,23.93,9.09,0.88,0.33,2.51,0.95,0.23,0.09,7.69,3.16,298510508,2863991,19729596,0,340961878,10280801
일성건설(주),013360,2021/12,6270,76.64,10.82,4.02,0.57,35.07,4.95,1.03,0.15,25.4,5.67,379287374,5775869,32898529,603907,416181928,10807385
일성건설(주),013360,2022/12,2140,59.36,18.41,3.06,0.95,0,0,0.78,0.24,23.3,6.3,413301997,7417820,34030161,744603,462601615,2722459
일성신약(주),003120,2017/12,134000,154.32,120.42,1.26,0.98,39.93,31.16,6.05,4.72,56.19,,,,,,,
일성신약(주),003120,2018/12,95600,121.91,83.17,1.11,0.76,23.8,16.23,5.82,3.97,47.97,,,,,,,
일성신약(주),003120,2019/12,82100,39.51,32.03,0.77,0.63,60.49,49.03,5.48,4.45,99.16,,,,,,,
일성신약(주),003120,2020/12,82700,97.06,59.89,0.9,0.56,200.7,123.84,7.7,4.75,165.81,,,,,,,
일성신약(주),003120,2021/12,73800,0,0,0.72,0.55,43.51,32.88,5.9,4.46,114.1,,,,,,,
일성신약(주),003120,2022/12,84400,3.64,1.74,0.93,0.44,0,0,6.25,2.99,-10.96,,,,,,,
